Coordenada x de la abeja, coordenada y de la abeja, coordenada z de la abeja
-75.53911555,6.34280872815,1316.27
-75.5420425934,6.33408723696,1349.60
-75.5763519766,6.34290439707,1313.47
-75.5190507012,6.35269214187,1377.76
-75.5723774916,6.31248680629,1329.27
-75.5493627705,6.34401571973,1369.75
-75.5589911679,6.31387326962,1384.03
-75.5495038394,6.33585435987,1332.21
-75.549053839,6.33540435942,1312.21
-75.5759019762,6.34245439662,1293.47
-75.53911555,6.34280872815,1816.30
-75.53911555,6.34280872815,1816.35
-75.53911555,6.34280872815,1816.40
-75.5420705792,6.34640500405,1387.72
-75.5403227798,6.33619004057,1385.65
-75.5682985038,6.3314177427,1381.96
-75.5426411397,6.33900604886,1328.50
-75.548390475,6.33657240756,1379.10
-75.5436278778,6.32739619964,1325.94
-75.5409546479,6.34235031384,1356.78
-75.5663978395,6.34047322509,1311.09
-75.5533421588,6.33906512825,1389.46
-75.5574123718,6.3329779,1329.23
-75.5480089924,6.34705661354,1352.48
-75.5627566702,6.33802763134,1384.94
-75.5658552015,6.32877979926,1329.74
-75.5411051819,6.34204027106,1320.48
-75.5532082694,6.33908406869,1344.81
-75.5603151347,6.34305411751,1320.39
-75.5445611362,6.33715404536,1325.06
-75.5606613706,6.33757908297,1372.38
-75.5698428893,6.33729960568,1387.67
-75.5460611363,6.3437433625,1364.38
-75.5689226744,6.33119434986,1367.95
-75.5619829217,6.3458749302,1373.15
-75.5447617507,6.33114676514,1319.48
-75.5696360641,6.34079706765,1367.31
-75.5554351474,6.33287890681,1331.37
-75.548034838,6.33706369051,1317.73
-75.5511465991,6.32926774142,1373.69
-75.5492613062,6.32803507181,1366.72
-75.5680390742,6.34266480935,1389.58
-75.5614210774,6.33306317602,1337.18
-75.5662697002,6.34753310246,1357.23
-75.5625351127,6.34180553031,1352.37
-75.5470086148,6.33506433261,1339.96
-75.5682617426,6.33894673782,1330.74
-75.5533197124,6.33081773302,1355.92
-75.5503799573,6.33752528088,1314.69
-75.5498468649,6.33895938289,1386.22
-75.557024578,6.33644130826,1313.39
-75.5679912903,6.33130824226,1373.26
-75.5677465653,6.34672282196,1361.17
-75.5696989981,6.32853912575,1386.05
-75.5512848662,6.33388670848,1311.28
-75.5601408633,6.32866166188,1344.41
-75.5424827204,6.34306187834,1339.82
-75.5553174875,6.34446290301,1337.49
-75.5499870212,6.34031188277,1333.45
-75.5481851476,6.33139193876,1348.28
-75.5436776069,6.33995993049,1348.24
-75.5529868148,6.34167503299,1314.50
-75.5647870226,6.34225336247,1324.74
-75.5661516499,6.33603106788,1384.99
-75.5624385921,6.33738692075,1344.32
-75.5520085445,6.34751703959,1355.08
-75.5483894658,6.34665093553,1311.77
-75.5420001707,6.33055134556,1314.77
-75.5581642581,6.34627053717,1341.49
-75.5683339185,6.32941318429,1352.11
-75.5661897755,6.33372356402,1355.99
-75.5546464314,6.34079728086,1319.27
-75.5431803174,6.34715720146,1342.83
-75.5512956162,6.32753710373,1330.37
-75.5479416155,6.32974659718,1335.65
-75.5636707129,6.34298180511,1360.84
-75.5496600847,6.34472088584,1318.86
-75.5533147806,6.33544900569,1326.12
-75.5521684089,6.33492210469,1371.80
-75.543787198,6.34445515202,1384.49
-75.56152519,6.3469620385,1330.09
-75.5650381119,6.33538443623,1318.09
-75.56284394,6.32728118272,1330.73
-75.5652257387,6.3347381925,1364.08
-75.54463821,6.34737187324,1348.48
-75.5501359825,6.33322636404,1310.40
-75.5517075522,6.34355652855,1343.31
-75.5401608959,6.33105924262,1338.38
-75.5419817398,6.33045531994,1328.81
-75.5456572383,6.331783201,1377.22
-75.5641608913,6.34141053701,1366.26
-75.5618766259,6.3355807165,1377.50
-75.5474140953,6.33916038353,1311.32
-75.5594771967,6.34483289122,1362.58
-75.5510304523,6.34531509857,1359.84
-75.5632268103,6.33518316473,1319.03
-75.5541408849,6.33337609449,1331.90
-75.5442722681,6.3393490255,1318.80
-75.561251936,6.32776179734,1382.10
-75.5657465452,6.33497316832,1321.23
-75.5672264886,6.33864882779,1337.26
-75.5654669804,6.3299901677,1382.58
-75.5512559771,6.33340170849,1317.54
-75.5538385838,6.34604806844,1330.75
-75.5668159738,6.33664418946,1323.05
-75.5524484576,6.34475968376,1370.09
-75.5453353307,6.34344044533,1360.32
-75.5696124861,6.33032698107,1325.16
-75.5500554382,6.34253238508,1315.92
-75.569295577,6.33138438511,1335.52
-75.5408652601,6.33948199104,1383.11
-75.5640462338,6.32768216624,1370.16
-75.5418976855,6.34008753683,1384.18
-75.5568850206,6.34650339129,1385.53
-75.5436014398,6.34600077559,1358.69
-75.5664829131,6.3369210449,1338.76
-75.549713352,6.34087366245,1345.45
-75.5555731648,6.34308932016,1334.42
-75.5697738112,6.32816633161,1317.32
-75.569459759,6.3403391653,1365.80
-75.5456005491,6.3413328521,1366.34
-75.5650024906,6.33101149278,1327.62
-75.5528568655,6.32868414286,1359.74
-75.5514991424,6.33585803528,1373.98
-75.5598845375,6.33439500677,1345.09
-75.5541519396,6.34491193345,1351.66
-75.5488045791,6.34597327434,1354.45
-75.5535669491,6.33334484212,1317.75
-75.549495587,6.33551538029,1361.42
-75.56303287,6.32830513148,1363.49
-75.568964966,6.33165854032,1322.16
-75.5610866323,6.34049458361,1355.45
-75.564058623,6.32891233526,1335.49
-75.5447704738,6.32744631738,1315.76
-75.568716958,6.34799142191,1347.67
-75.5526640487,6.33825926146,1357.83
-75.5462786065,6.33842152532,1323.36
-75.5439770326,6.33092461907,1340.52
-75.5418428717,6.3452833297,1366.21
-75.569740373,6.33498649338,1361.69
-75.5539380987,6.33671317573,1369.83
-75.5544223874,6.33635375549,1311.86
-75.5426479822,6.32973818634,1361.92
-75.5666922035,6.34380047795,1329.70
-75.5660949495,6.33373722298,1343.89
-75.5647946648,6.33498613671,1340.68
-75.5613202193,6.33382321344,1338.05
-75.5694044141,6.33036843961,1317.09
-75.5532588528,6.34077830524,1374.87
-75.5414611778,6.3325297833,1383.12
-75.5431967843,6.33985410521,1330.02
-75.5665560886,6.34713383334,1359.72
-75.5511942517,6.33335043607,1339.05
-75.5627730942,6.33377988317,1344.33
-75.5667153147,6.34417538599,1352.78
-75.5607054718,6.34130043317,1334.06
-75.5421543389,6.33497886416,1343.69
-75.5645122504,6.3392127581,1344.48
-75.5650808079,6.34100486631,1386.42
-75.5574331679,6.34043456371,1388.43
-75.5548635667,6.33277727664,1345.88
-75.5463198527,6.34536742989,1370.60
-75.5530362601,6.33235164745,1348.85
-75.554815243,6.33928149546,1385.19
-75.5430094757,6.33124268745,1375.33
-75.5502227551,6.34302630431,1312.95
-75.5417040448,6.33754834807,1327.80
-75.549737512,6.33745456185,1350.49
-75.5642407966,6.33958615092,1315.50
-75.5473245945,6.33120630618,1368.14
-75.5499220066,6.32761393565,1346.88
-75.5597255024,6.33603449724,1379.03
-75.5511403947,6.34627210965,1343.65
-75.5452098692,6.34120033588,1310.60
-75.5686153141,6.34753573586,1337.84
-75.5464885868,6.34109028144,1385.76
-75.5596127504,6.3299431882,1374.90
-75.5480146804,6.33445006977,1370.36
-75.5418603828,6.33298188967,1340.41
-75.5676146354,6.34430457275,1310.24
-75.5439332554,6.32875068249,1350.44
-75.541580674,6.33221642295,1375.77
-75.5551988178,6.34383664774,1358.83
-75.5499985876,6.3312101131,1332.89
-75.5625038437,6.33199464413,1329.87
-75.5513753862,6.34406668257,1310.94
-75.5503717478,6.34315665477,1349.98
-75.5698920987,6.34157044176,1330.60
-75.5508947316,6.33925191063,1368.97
-75.5417324907,6.34468660965,1371.63
-75.55516848,6.33201121976,1326.94
-75.5679685626,6.3287525126,1342.67
-75.5531095826,6.34128680766,1351.63
-75.5525033503,6.3433335381,1324.11
-75.5607795411,6.34782361544,1362.56
-75.5403658517,6.32854225977,1353.93
-75.5503492151,6.347816613,1328.23
-75.5464491369,6.34280164468,1372.56
-75.5647719723,6.34148791163,1346.00
-75.547699789,6.34270303413,1383.32
-75.5582304745,6.34594840295,1357.16
-75.5585497005,6.32829800783,1363.94
-75.5627836252,6.3448613051,1326.84
-75.5415736433,6.3446734173,1358.06
-75.5476225469,6.34029958018,1329.31
-75.55541785,6.33600596602,1310.05
-75.5453400273,6.3389523283,1312.28
-75.553283073,6.33527672795,1371.68
-75.5403402287,6.33632425366,1334.38
-75.5594960018,6.33560239499,1375.10
-75.5421878452,6.32921881057,1311.58
-75.5453124214,6.34466718188,1313.09
-75.5413109506,6.33427096086,1363.45
-75.5476633178,6.34229580077,1365.35
-75.5618122425,6.3432065473,1324.10
-75.555886791,6.3316106573,1369.62
-75.5481144329,6.34523747503,1360.97
-75.5509153463,6.34202760742,1350.13
-75.5584433957,6.34592359908,1351.89
-75.565115074,6.32935898396,1374.56
-75.5699721719,6.34225442234,1318.33
-75.5461655473,6.33076390568,1339.72
-75.5401733899,6.33021012815,1322.11
-75.5680893111,6.34251376299,1357.74
-75.5686925533,6.32873029557,1322.38
-75.5667772622,6.34498759031,1317.79
-75.5554427317,6.33104234322,1335.37
-75.5684529226,6.34389506317,1383.54
-75.5539203362,6.32749517976,1329.74
-75.5436161161,6.33837699522,1355.58
-75.5473421428,6.33717456488,1358.79
-75.5520257945,6.33372519075,1327.70
-75.5406297295,6.34220014364,1330.68
-75.56919988,6.33246881079,1358.72
-75.5569920007,6.33171523435,1367.31
-75.562390059,6.34675335797,1331.42
-75.5523291692,6.33260349207,1330.11
-75.5497198376,6.34704276217,1383.24
-75.547192579,6.33846481316,1385.13
-75.5606513029,6.33152471318,1388.81
-75.541782001,6.34407190199,1356.29
-75.5486606309,6.34183634196,1319.17
-75.5682396308,6.33592404933,1377.51
-75.5477240048,6.32793936315,1373.89
-75.5534544059,6.33316902652,1357.50
-75.5436295347,6.3474231791,1322.78
-75.5491500979,6.32984616193,1373.04
-75.5482631146,6.34356037451,1317.47
-75.5402060325,6.33794056922,1373.39
-75.5523833845,6.32944649688,1333.84
-75.5473898884,6.34462798616,1362.66
-75.5488068961,6.33427553604,1330.88
-75.5527230411,6.34283447562,1344.78
-75.5627911716,6.3283563335,1350.69
-75.5656627032,6.34329744249,1323.89
-75.542146411,6.33346848098,1317.57
-75.5474727197,6.3273270527,1370.61
-75.5485361632,6.34588316421,1326.32
-75.5413468437,6.33621498984,1334.49
-75.5451541077,6.33662703208,1381.42
-75.561447438,6.3346231622,1365.51
-75.5546521544,6.33221752552,1335.30
-75.5424858021,6.33058607402,1365.28
-75.5516595441,6.33169121042,1345.87
-75.5588102086,6.34443382556,1378.91
-75.5413895454,6.32730369738,1315.35
-75.5473367928,6.34432736008,1378.18
-75.5657624649,6.3377029446,1311.50
-75.550820185,6.33908062628,1377.49
-75.5470388378,6.32954918992,1379.29
-75.5677208249,6.34542117153,1357.97
-75.5559952329,6.34607230151,1381.80
-75.5523399879,6.33576781696,1327.50
-75.5465449187,6.33459959902,1339.78
-75.5621074054,6.34116686629,1338.85
-75.5476271021,6.3335082311,1387.21
-75.5630656763,6.33720008444,1351.08
-75.5639720025,6.34221398366,1317.21
-75.5592423816,6.33139532206,1313.07
-75.5477089358,6.33719060726,1388.86
-75.5490826893,6.33825427711,1316.98
-75.5664214933,6.32947557261,1313.88
-75.5485386147,6.34230908566,1362.16
-75.5564475236,6.33130176938,1377.39
-75.5468722496,6.33834732918,1371.13
-75.5416098307,6.33376191319,1364.22
-75.547985196,6.32819598053,1355.45
-75.5401384247,6.34421227748,1340.23
-75.5650871162,6.33717111143,1380.06
-75.5457184899,6.34709218357,1377.87
-75.5686758976,6.33234904389,1384.02
-75.5583065132,6.34037893622,1321.41
-75.5469917056,6.34675953879,1382.17
-75.5650375358,6.32891840265,1358.38
-75.5402096192,6.34029719271,1334.47
-75.5523542876,6.34756141766,1310.33
-75.5520758746,6.33813303999,1371.90
-75.5689668291,6.34771907087,1370.19
-75.5641180301,6.34396693669,1350.48
-75.5674743361,6.34042280719,1377.35
-75.5613900809,6.33027674967,1363.39
-75.547918521,6.33589407672,1330.47
-75.558991211,6.33028134131,1353.07
-75.5582064361,6.33277965331,1349.45
-75.564416188,6.33455975062,1374.37
-75.5440003414,6.34573210639,1379.86
-75.5685976814,6.33965899362,1346.95
-75.5664529803,6.33183750555,1349.96
-75.5577579787,6.33410990258,1327.62
-75.5497319563,6.34731054641,1359.08
-75.5512117209,6.34352169019,1341.64
-75.5634283851,6.32958299231,1357.94
-75.5608814819,6.3324768499,1343.81
-75.5625256025,6.32788365891,1325.88
-75.5436352931,6.34597902702,1313.90
-75.540458491,6.34778293689,1361.19
-75.5541806272,6.33514917315,1369.78
-75.5403622624,6.3335812268,1329.05
-75.540852139,6.33834401808,1337.03
-75.5432512236,6.32850488709,1382.59
-75.5676457335,6.34712485356,1373.66
-75.5556621206,6.34042185827,1348.46
-75.5414971168,6.34476171509,1348.07
-75.5524480693,6.33949169939,1320.61
-75.567227232,6.34263628336,1376.47
-75.5410811028,6.34204336139,1323.42
-75.5649924133,6.33617064905,1344.47
-75.5641578733,6.33834550964,1347.53
-75.5678218806,6.32744591335,1317.60
-75.5506135152,6.34552977306,1339.21
-75.5589661455,6.34511846698,1375.86
-75.5420811857,6.34661176582,1361.51
-75.5515698251,6.34385581181,1362.84
-75.5629269197,6.32726171237,1340.56
-75.550116445,6.32813511888,1381.54
-75.5600139744,6.34284695924,1311.67
-75.5674735727,6.33161418801,1324.27
-75.5558530015,6.3310543916,1357.31
-75.5453000715,6.32718005829,1368.47
-75.5574957825,6.32823967299,1342.72
-75.5578363467,6.34310600219,1382.32
-75.5644879114,6.34616925202,1374.81
-75.5501819256,6.32871758321,1353.26
-75.5538037801,6.32796476705,1342.88
-75.5640770524,6.33347750826,1355.07
-75.5608872068,6.33765958933,1376.55
-75.5562821423,6.3429281879,1368.98
-75.5655589361,6.3404403254,1365.07
-75.5405521953,6.34257038384,1355.95
-75.5528470311,6.3397178334,1388.37
-75.5521566479,6.34363346784,1310.83
-75.5687326471,6.34013179205,1317.81
-75.5563511554,6.33568116723,1317.36
-75.5420750726,6.34217521582,1352.52
-75.5581666576,6.33023403659,1367.47
-75.5698206181,6.34639764656,1341.32
-75.5431927034,6.333670162,1344.33
-75.5611535298,6.32927089751,1357.80
-75.5625796563,6.34311387087,1357.36
-75.5499532042,6.34692728151,1378.37
-75.5567314168,6.33781043429,1364.81
-75.5452164838,6.34314438565,1384.82
-75.5649146202,6.34188250718,1373.85
-75.5679008701,6.32757029213,1380.82
-75.5589968065,6.33580402979,1364.45
-75.5570470413,6.329309411,1374.86
-75.5428418268,6.33073952622,1323.71
-75.5554603998,6.33152347183,1336.43
-75.5403076726,6.34017438495,1374.94
-75.5692845429,6.33173878818,1350.07
-75.5672005033,6.34175627338,1331.83
-75.5572533815,6.34247937881,1337.76
-75.5644393332,6.33122233555,1319.20
-75.5510198285,6.3335596338,1385.83
-75.5686531652,6.33966834543,1337.95
-75.5631650473,6.34413538788,1311.41
-75.5557485369,6.34104134195,1380.55
-75.5619850253,6.32976414258,1384.14
-75.5411783776,6.33845246041,1348.62
-75.5443156313,6.33880389982,1375.90
-75.5585186159,6.3378710568,1385.38
-75.5645330759,6.32992939001,1377.20
-75.5609089844,6.34128375102,1334.31
-75.5556911041,6.34776970085,1387.71
-75.5544104887,6.33786729016,1340.03
-75.5588603241,6.33807899694,1369.22
-75.560253099,6.32856715852,1324.42
-75.5598484646,6.34736430556,1350.43
-75.5692143904,6.3328724567,1348.71
-75.5608416345,6.33042356106,1337.41
-75.5513296258,6.34792746181,1323.21
-75.5643882432,6.33831826778,1381.45
-75.5408403147,6.32820517844,1315.29
-75.5535403378,6.34107540752,1328.89
-75.5618873661,6.34796224563,1357.24
-75.5458943739,6.32825259664,1338.65
-75.5442610884,6.33218225105,1329.26
-75.5698797097,6.33925351796,1312.48
-75.5601188716,6.33220710536,1314.16
-75.5517191179,6.32983996682,1370.75
-75.5415995608,6.33421477147,1373.28
-75.5416309041,6.32913946719,1325.02
-75.5683754694,6.3377206048,1372.33
-75.5614673629,6.33606748062,1379.82
-75.5599189994,6.32883191061,1331.65
-75.542099583,6.33158014393,1317.52
-75.558516348,6.32854607838,1347.82
-75.5695274706,6.33349589177,1310.15
-75.5435348944,6.34783008883,1379.43
-75.5588593318,6.34327061356,1385.43
-75.5499346015,6.33719939882,1360.90
-75.5672148148,6.32894176072,1357.34
-75.5606528551,6.33129044021,1317.93
-75.5466882364,6.33454948592,1354.95
-75.5435060411,6.33042015491,1321.45
-75.5602649371,6.33798684918,1362.03
-75.5458213885,6.33473114873,1343.15
-75.5649609151,6.33149762202,1369.28
-75.5488099026,6.33862070981,1327.15
-75.5544788229,6.3342702578,1383.91
-75.5697305171,6.33811306791,1336.21
-75.5642891789,6.33534750674,1342.32
-75.5493975225,6.33979742464,1330.70
-75.5504936527,6.34195654234,1340.58
-75.560330556,6.33286323373,1325.61
-75.5652386214,6.3434394066,1327.43
-75.5669475362,6.33747482057,1364.04
