Coordenada x de la abeja, coordenada y de la abeja, coordenada z de la abeja
-75.5420705792,6.34640500405,1387.72
-75.5403227798,6.33619004057,1385.65
-75.5682985038,6.3314177427,1381.96
-75.5426411397,6.33900604886,1328.50
-75.548390475,6.33657240756,1379.10
-75.5436278778,6.32739619964,1325.94
-75.5409546479,6.34235031384,1356.78
-75.5663978395,6.34047322509,1311.09
-75.5533421588,6.33906512825,1389.46
-75.5574123718,6.3329779,1329.23
-75.5480089924,6.34705661354,1352.48
-75.5627566702,6.33802763134,1384.94
-75.5658552015,6.32877979926,1329.74
-75.5411051819,6.34204027106,1320.48
-75.5532082694,6.33908406869,1344.81
-75.5603151347,6.34305411751,1320.39
-75.5445611362,6.33715404536,1325.06
-75.5606613706,6.33757908297,1372.38
-75.5698428893,6.33729960568,1387.67
-75.5460611363,6.3437433625,1364.38
-75.5689226744,6.33119434986,1367.95
-75.5619829217,6.3458749302,1373.15
-75.5447617507,6.33114676514,1319.48
-75.5696360641,6.34079706765,1367.31
-75.5554351474,6.33287890681,1331.37
-75.548034838,6.33706369051,1317.73
-75.5511465991,6.32926774142,1373.69
-75.5492613062,6.32803507181,1366.72
-75.5680390742,6.34266480935,1389.58
-75.5614210774,6.33306317602,1337.18
-75.5662697002,6.34753310246,1357.23
-75.5625351127,6.34180553031,1352.37
-75.5470086148,6.33506433261,1339.96
-75.5682617426,6.33894673782,1330.74
-75.5533197124,6.33081773302,1355.92
-75.5503799573,6.33752528088,1314.69
-75.5498468649,6.33895938289,1386.22
-75.557024578,6.33644130826,1313.39
-75.5635992175,6.3391925706,1310.25
-75.54126288,6.33086908777,1330.71
-75.5593844739,6.3430918086,1325.21
-75.5579465345,6.32857063849,1352.39
-75.5444198569,6.3386663705,1348.72
-75.5695463165,6.33456117469,1363.09
-75.5662690986,6.3389282728,1389.97
-75.5561403561,6.33883944673,1369.00
-75.5574193144,6.34757782337,1311.99
-75.5402478444,6.34249858065,1356.51
-75.565053401,6.34720204122,1349.22
-75.5424124691,6.32715489296,1338.25
-75.5407455894,6.34150713022,1360.93
-75.5539971907,6.34123132474,1336.16
-75.5544734028,6.3283628875,1382.83
-75.5566100297,6.33794588264,1382.19
-75.5419371947,6.3457270088,1378.97
-75.5519283214,6.33297763852,1320.61
-75.5437892095,6.33160178959,1321.42
-75.5694021537,6.3285589794,1327.45
-75.546524871,6.33197435112,1373.16
-75.5449569962,6.32859650582,1317.77
-75.5407800884,6.33176825688,1332.29
-75.5572736176,6.34741241288,1351.92
-75.5677309912,6.33778485721,1376.09
-75.5685690757,6.33771155821,1341.50
-75.5438967825,6.34060887825,1384.65
-75.5470170815,6.3334134915,1338.58
-75.5631294581,6.33002404942,1337.70
-75.552762347,6.34469931284,1340.93
-75.5613810235,6.34783701699,1383.80
-75.5516508231,6.34543396958,1388.22
-75.549996816,6.34205409146,1356.65
-75.5411809489,6.33210444638,1350.33
-75.5541638175,6.34428260508,1314.01
-75.5624723075,6.34067322489,1312.49
-75.5430811411,6.34096298764,1351.17
-75.5445457211,6.33383545476,1383.49
-75.5641284883,6.33810753638,1377.63
-75.5580187612,6.34103739722,1344.92
-75.5646432818,6.34674679126,1346.13
-75.5576173181,6.34255966118,1387.78
-75.5554881042,6.3355604977,1375.32
-75.5548760814,6.33452550679,1331.91
-75.5626596072,6.32989870273,1340.27
-75.5550490621,6.34572979286,1368.34
-75.5663231665,6.32703409863,1374.40
-75.5503292051,6.3446859498,1337.39
-75.5627212393,6.33931179928,1361.18
-75.5594529012,6.34727049555,1351.72
-75.5428790998,6.33219242147,1348.95
-75.5578150982,6.33753466263,1316.17
-75.5496473218,6.33119948407,1330.18
-75.5479215465,6.32915522495,1316.69
-75.5657104883,6.33441441856,1346.39
-75.5584970285,6.34606241125,1370.21
-75.5438303451,6.33362109647,1345.77
-75.5518821776,6.34445353596,1348.52
-75.5540042661,6.34388082645,1318.89
-75.5663405917,6.34265522468,1363.65
-75.5590128842,6.34305853097,1314.56
-75.5638967062,6.33529452506,1327.04
-75.5423212612,6.33701534762,1325.56
-75.5688006248,6.34029253421,1331.69
-75.5555328658,6.34183892566,1344.32
-75.5405472956,6.33626880357,1363.50
-75.5695506502,6.32924276213,1372.65
-75.5588612464,6.33571064499,1317.44
-75.5433398874,6.3463612318,1326.78
-75.5682665762,6.34465478277,1381.13
-75.5573436642,6.34512389411,1360.35
-75.5578295886,6.34669603478,1350.90
-75.5433916737,6.34248595136,1389.33
-75.5675830787,6.3271327527,1375.67
-75.5427192898,6.34357805661,1360.81
-75.5493249956,6.34576423641,1367.43
-75.5582961885,6.33539089429,1342.15
-75.5527284679,6.3473805797,1341.08
-75.5418525432,6.33255273143,1340.15
-75.5506778895,6.32973410988,1356.82
-75.5633347183,6.32941556395,1358.32
-75.56002387,6.34342309184,1354.06
-75.5444411643,6.34138064757,1318.18
-75.5476316722,6.33507915971,1363.85
-75.5558311084,6.33731690498,1336.65
-75.5634945015,6.33896946545,1314.70
-75.5669592306,6.33867769378,1351.19
-75.5529996134,6.33793252836,1325.63
-75.5496744975,6.34381287992,1340.25
-75.5470447734,6.33303260483,1377.97
-75.5671008816,6.33535058642,1332.76
-75.5524978636,6.33086200746,1368.21
-75.5490226306,6.33044664938,1366.68
-75.5412417254,6.33679114736,1386.22
-75.5479871942,6.33624054171,1358.85
-75.5553705192,6.34461510945,1351.04
-75.5465603333,6.34103293581,1328.31
-75.5544314721,6.34464795588,1373.66
-75.5471014968,6.33574040636,1357.28
-75.5494937445,6.34466848065,1379.62
-75.5574854049,6.3361167619,1371.57
-75.5618078042,6.33412812452,1344.85
-75.546505981,6.34279900475,1323.48
-75.5435166105,6.3358582631,1343.70
-75.5604943198,6.32934616881,1389.77
-75.5507681383,6.33253522752,1363.70
-75.5455429386,6.32716264289,1369.63
-75.5586069395,6.3438368295,1350.72
-75.5553034401,6.33013865759,1346.87
-75.5693282368,6.34063170149,1321.69
-75.5400421909,6.33837267813,1334.18
-75.5535043023,6.33104593119,1381.27
-75.5480303025,6.33672842598,1318.17
-75.5582089417,6.32744089621,1373.80
-75.5578336134,6.34329447333,1346.27
-75.5520584642,6.34170528931,1335.26
-75.5551260906,6.33148437943,1336.54
-75.5561488811,6.32922205913,1331.14
-75.5595636971,6.3455620294,1344.38
-75.567570852,6.34771254828,1320.12
-75.5699551342,6.3441990088,1371.24
-75.5567674184,6.33565322112,1343.49
-75.5616776725,6.32825432302,1349.30
-75.5547127855,6.33103844821,1316.12
-75.5692039916,6.34171070289,1328.65
-75.5478194937,6.3351566283,1380.34
-75.5524016338,6.32751194341,1321.31
-75.5490654969,6.34600020242,1365.07
-75.5567690137,6.33733527142,1363.32
-75.5423129997,6.34473783757,1380.07
-75.5637957986,6.32892134546,1314.81
-75.5434804336,6.34484938282,1346.14
-75.5604935132,6.3313990461,1311.16
-75.5613949704,6.32899067602,1325.87
-75.5462174799,6.33185467263,1371.16
-75.55939518,6.32702307928,1338.92
-75.5509743829,6.32775893894,1358.60
-75.5475587226,6.34294857195,1386.88
-75.5664732468,6.33032151849,1372.28
-75.5487095705,6.33091756231,1355.83
-75.5545073862,6.33633208739,1353.93
-75.5535873575,6.33672863487,1313.62
-75.5422946341,6.34737789356,1348.90
-75.5448699283,6.34719241503,1383.88
-75.5561875285,6.34374910513,1323.88
-75.5527545742,6.33597456909,1330.11
-75.5458067693,6.33547601147,1312.37
-75.5561359826,6.33171911253,1377.17
-75.5622548067,6.34137632977,1363.46
-75.5580351122,6.34648168368,1332.13
-75.5524644792,6.33354968428,1346.57
-75.5610127894,6.33453041828,1368.03
-75.5664801841,6.3343867915,1349.29
-75.5649920057,6.33931775213,1348.56
-75.5406166855,6.33103317368,1313.04
-75.5487136572,6.32888334051,1312.32
-75.5502993937,6.34514888027,1362.36
-75.5654391,6.34465529066,1330.48
-75.5457332498,6.34180916453,1366.74
-75.5660205866,6.34158047082,1382.07
-75.5674935052,6.34518807385,1313.24
-75.5655610226,6.34457447184,1335.69
-75.5594920452,6.34575756813,1311.80
-75.5578256249,6.33265099306,1337.63
-75.5428065731,6.34289800718,1325.65
-75.5589938475,6.34457699254,1348.71
-75.5676529737,6.34293266928,1345.69
-75.5640104702,6.33220159146,1338.79
-75.5675359637,6.33065708298,1372.69
-75.5636240827,6.3417342641,1374.94
-75.5618470706,6.33734070456,1332.15
-75.5517711909,6.33799979975,1311.60
-75.5466262572,6.33314119609,1370.95
-75.5413499091,6.33176752661,1333.26
-75.5637247161,6.33123716458,1387.22
-75.5497367053,6.3378533205,1330.46
-75.5491563858,6.34583418816,1332.56
-75.5466846105,6.34678137176,1328.76
-75.5692771143,6.3463642862,1345.79
-75.5558697059,6.33322105001,1315.30
-75.5587904481,6.34169693718,1355.33
-75.5441192291,6.32930295349,1337.63
-75.5634737893,6.34095171948,1340.95
-75.5687317794,6.33238793913,1352.35
-75.5678579537,6.33133021795,1370.94
-75.5660858123,6.33664246489,1340.97
-75.5647339765,6.33772130337,1369.97
-75.5450137762,6.33389846212,1361.09
-75.559619089,6.32954950186,1367.73
-75.5558674244,6.33356417622,1384.88
-75.5613935705,6.33301843399,1378.56
-75.5577317329,6.34394168789,1382.78
-75.5647378887,6.3463243503,1324.00
-75.5597585775,6.34580784918,1323.34
-75.5415343867,6.33526511548,1327.66
-75.5437229956,6.32886750637,1316.21
-75.5524228369,6.33983270766,1339.43
-75.5537404728,6.34611473255,1318.47
-75.5615908949,6.34177185778,1388.82
-75.5569633913,6.33967615446,1348.23
-75.5586463496,6.32940884589,1329.86
-75.5594081079,6.34039600458,1387.64
-75.5455701357,6.32803891391,1334.82
-75.5457488324,6.3294493257,1387.89
-75.5635736858,6.34221648177,1386.87
-75.5629851771,6.34478375768,1346.09
-75.5690923539,6.32800207976,1361.98
-75.5669801898,6.34480038331,1359.89
-75.5479950137,6.34783057533,1327.87
-75.5640719523,6.34227081194,1333.70
-75.5472217602,6.33921842784,1324.80
-75.5524989056,6.33862986687,1365.55
-75.5514152808,6.33110407895,1340.20
-75.5548744707,6.33689489087,1388.02
-75.5677000807,6.3334426287,1345.03
-75.554446856,6.3374860179,1346.29
-75.5530968446,6.33045804538,1356.64
-75.5513145183,6.34651145387,1327.77
-75.5676015959,6.3460604483,1372.87
-75.5428712077,6.33299133649,1375.09
-75.566684713,6.3325748894,1381.20
-75.5450062286,6.33836202085,1311.60
-75.561338118,6.34648818827,1366.14
-75.5576646912,6.33844074692,1367.47
-75.5455058947,6.32890308181,1369.46
-75.54954027,6.33863087563,1366.29
-75.5653504131,6.34385064586,1347.81
-75.5420288308,6.33564720978,1322.59
-75.5657724146,6.34635162572,1334.14
-75.5540803666,6.33713330679,1385.64
-75.5461091465,6.32888475129,1369.16
-75.540506618,6.33549055542,1347.20
-75.5586143065,6.32896214768,1386.69
-75.5646507706,6.32888723896,1382.67
-75.5559124207,6.34231725924,1331.24
-75.5573221646,6.34552965453,1343.42
-75.5650484899,6.33257736379,1355.14
-75.5403996549,6.34556587838,1355.78
-75.5404841455,6.3292749194,1340.68
-75.5500891756,6.33680087511,1377.89
-75.5602095815,6.34422609983,1337.04
-75.5523460222,6.33020046051,1317.26
-75.5644898816,6.34231898659,1339.77
-75.5525763635,6.3393866918,1377.76
-75.5475929386,6.3302978737,1361.58
-75.5447419,6.33159167181,1361.34
-75.5517501073,6.33636077429,1333.11
-75.5625161959,6.3349002601,1374.27
-75.5458130511,6.33439567975,1326.68
-75.5499130137,6.34619108384,1333.49
-75.5641535009,6.32748342146,1340.49
-75.5623685506,6.33249164955,1381.51
-75.5431199934,6.33069071671,1337.12
-75.5635884093,6.33823548833,1319.55
-75.5533914631,6.33263878211,1386.84
-75.5412083479,6.34550966828,1378.30
-75.5488464179,6.32780552398,1310.20
-75.5401862689,6.34627950505,1335.63
-75.567422231,6.32865421597,1338.68
-75.5658835296,6.33210384984,1355.36
-75.5616894415,6.34671161986,1378.70
-75.5613775395,6.34104695362,1350.61
-75.5546789374,6.33698961214,1354.93
-75.5523903132,6.3390481806,1381.27
-75.5553576678,6.33852897029,1381.48
-75.5498241424,6.34533684615,1378.96
-75.5682989979,6.33478851626,1358.71
-75.5495323264,6.34400467471,1316.05
-75.550799991,6.34752249504,1374.87
-75.5548234319,6.3384014332,1344.02
-75.5608603596,6.33326871894,1366.43
-75.5663124824,6.3411937996,1355.62
-75.5547225679,6.33327976741,1374.11
-75.5532813152,6.34469381578,1321.50
-75.5542682804,6.32840306072,1351.06
-75.5682411164,6.33514622681,1373.37
-75.5551558973,6.34260131353,1371.13
-75.5516828658,6.33982711768,1359.06
-75.5507551297,6.32845438972,1330.91
-75.5496804624,6.33537929167,1387.22
-75.5656252096,6.34450207727,1382.92
-75.5631019703,6.34369995427,1332.82
-75.5500351113,6.34372960095,1367.11
-75.5590408406,6.34375979444,1369.79
-75.5427911632,6.33415425174,1310.52
-75.558167276,6.33063010263,1328.31
-75.5565396607,6.3395888093,1385.55
-75.5602460966,6.34273302341,1335.61
-75.5692051362,6.33192146993,1371.05
-75.5626444229,6.33483112427,1360.34
-75.5582276163,6.34660860151,1319.73
-75.5622546678,6.34731289067,1333.98
-75.5459508892,6.33358480734,1367.53
-75.5632551861,6.33806507854,1360.52
-75.5557503711,6.34217765755,1377.64
-75.5536028008,6.340977629,1379.24
-75.5550961325,6.33532277983,1368.47
-75.5490426395,6.34074867009,1327.88
-75.5626733353,6.33732188814,1384.84
-75.5685490895,6.34072125405,1350.26
-75.5407369594,6.32818446462,1326.37
-75.5484658755,6.33660065866,1378.65
-75.5535617924,6.33588206061,1383.31
-75.5527808674,6.34007931595,1387.08
-75.5444468392,6.33635622664,1379.66
-75.5698652018,6.33105115946,1322.35
-75.5609009694,6.33245915491,1386.35
-75.5475552769,6.33364584038,1313.03
-75.5497458872,6.33774812001,1353.52
-75.5438885873,6.34279260837,1367.08
-75.559333687,6.33852967028,1371.14
-75.5406612879,6.34058481911,1374.75
-75.5414560008,6.34099976628,1328.32
-75.5491518544,6.33360007249,1378.66
-75.5468782189,6.34572953318,1322.85
-75.5548396492,6.34372245394,1381.19
-75.541409775,6.33849030457,1349.87
-75.5491185311,6.34277196755,1381.67
-75.5542767135,6.33193595127,1359.40
-75.5488528843,6.33382264181,1386.48
-75.5586258182,6.33912369432,1358.42
-75.5676882699,6.33326653639,1384.30
-75.5420301293,6.33749273203,1366.39
-75.5408690275,6.32731296082,1389.27
-75.5478624574,6.33656192324,1324.76
-75.5445060211,6.32901525825,1332.51
-75.5466563165,6.3365523045,1325.04
-75.5505821516,6.32851049512,1323.33
-75.5453638335,6.33808870514,1313.15
-75.5560456607,6.34025339263,1350.54
-75.5512149967,6.33894172805,1384.87
-75.5482631091,6.34101182032,1322.91
-75.5457156891,6.34011998688,1367.21
-75.541794602,6.33832967224,1317.49
-75.5455101585,6.33740207651,1375.56
-75.5479996887,6.33477991109,1376.24
-75.5584487919,6.33516167003,1313.53
-75.5473830964,6.34785375491,1321.45
-75.5599176673,6.34703082188,1319.99
-75.5645239571,6.32847794291,1368.43
-75.5502689472,6.33332007172,1321.25
-75.5644098566,6.3280970254,1372.03
-75.5665850122,6.34731294417,1366.23
-75.5600338487,6.34273944923,1362.97
-75.5410032148,6.34098003963,1331.78
-75.5470612121,6.34790152709,1359.75
-75.5611259044,6.33814360574,1339.51
-75.5667260445,6.34131598594,1317.00
-75.547445104,6.33503321871,1371.88
-75.5624077797,6.3284658443,1353.67
-75.5548782544,6.34131747219,1362.28
-75.5606308473,6.34510960578,1314.88
-75.5469298899,6.33643021641,1355.29
-75.5560485897,6.33592395288,1366.27
-75.5497536233,6.33386856615,1386.78
-75.5617828183,6.34304119735,1329.04
-75.5425925414,6.34352686452,1317.45
-75.5418147269,6.33726971714,1380.60
-75.5433332147,6.34520922391,1331.39
-75.5582434879,6.34050549533,1324.86
-75.5669404761,6.33690299294,1360.03
-75.5413078939,6.34596819598,1352.49
-75.559945691,6.33893830662,1337.50
-75.5482890772,6.33094692053,1332.87
-75.5435270195,6.34647208099,1328.64
-75.5424282636,6.34245343565,1351.44
-75.547895933,6.34478874919,1346.16
-75.5413484,6.33779961771,1368.46
-75.5623293404,6.34231560539,1322.85
-75.5686110466,6.34615707415,1349.66
-75.5688119224,6.34359373615,1314.05
-75.5566827794,6.34115072838,1370.59
-75.5682349118,6.33966125767,1323.70
-75.5433393846,6.33684261421,1356.65
-75.5676089946,6.33692546062,1351.96
-75.562323822,6.34560387855,1313.33
-75.5503514692,6.34695876385,1375.45
-75.550570154,6.32792841259,1384.96
-75.5681768747,6.33606077673,1356.23
-75.5521265892,6.33996742319,1343.26
-75.5589110194,6.33300966589,1357.94
-75.5675625296,6.34482355794,1381.89
-75.5675235015,6.33792491788,1331.77
-75.5460454064,6.33800563859,1345.09
-75.5670462851,6.34118294254,1381.27
-75.563080928,6.34758657722,1377.10
-75.5511771149,6.34073110982,1320.11
-75.5650487432,6.33077611046,1349.31
-75.5441455824,6.33765768045,1380.36
-75.5676336859,6.32756907557,1377.14
-75.5639871287,6.34176518256,1319.51
-75.5693759614,6.34006372449,1381.52
-75.5583843446,6.3377529251,1349.00
-75.5427304886,6.3390318801,1360.14
-75.5644935113,6.33063094877,1365.58
-75.5454970823,6.33112252184,1350.59
-75.5481727262,6.32701937521,1337.95
-75.5654027435,6.34618932792,1318.47
-75.5429024493,6.32985790603,1310.76
-75.5452354936,6.33810450637,1335.82
-75.5416162491,6.3400176906,1341.97
-75.5621537247,6.33462797363,1365.88
-75.5606325869,6.32938838968,1315.21
-75.5495697175,6.34580008216,1330.98
-75.5420776888,6.33930533148,1348.33
-75.5437561012,6.33766600459,1333.66
-75.5429438521,6.33991078924,1313.49
-75.5566627205,6.34550277785,1350.90
-75.5627855784,6.33955346279,1385.67
-75.5488345321,6.33393844568,1343.27
-75.5666409311,6.33844676729,1376.40
-75.5524527984,6.32990450947,1360.06
-75.5681076602,6.34596762064,1315.40
-75.5554747285,6.34284473731,1349.12
-75.5467467488,6.33070839467,1364.50
-75.5558800504,6.3333755315,1337.66
-75.5404424475,6.33937608047,1368.65
-75.5686867368,6.34077096055,1319.78
-75.567735874,6.34246123066,1344.41
-75.5638551018,6.34296197143,1357.55
-75.5410585272,6.3360220984,1359.41
-75.5439659552,6.34490666842,1385.23
-75.5483706176,6.33039437992,1383.14
-75.5432671269,6.3391842274,1352.01
-75.5610630429,6.32804962257,1376.96
-75.5673478705,6.34169014948,1340.58
-75.5442041747,6.3400362818,1381.04
-75.5456894179,6.34698346519,1382.93
-75.5601852603,6.34711930974,1343.58
-75.5491471674,6.32754739004,1310.96
-75.5451569293,6.33580362808,1353.25
-75.555843515,6.34590279212,1362.88
-75.5498187028,6.34452968999,1368.26
-75.5505445082,6.33647649362,1378.87
-75.5636228317,6.33009213617,1312.55
-75.5493151199,6.34655939715,1350.18
-75.5483627087,6.34487701138,1337.25
-75.5586034655,6.34351133348,1371.47
-75.5471859667,6.33101810765,1376.34
-75.5603358636,6.33073714781,1385.18
-75.5487384484,6.34534312489,1316.90
-75.5651494677,6.33234533025,1362.64
-75.549448294,6.33331199586,1362.49
-75.5565888227,6.33685273514,1351.42
-75.5437717881,6.33731238551,1345.26
-75.5584741078,6.33881690617,1343.68
-75.5591453903,6.3296670408,1383.49
-75.5587142424,6.33090006887,1378.79
-75.5583338506,6.34532063183,1363.08
-75.5562349029,6.34766872525,1352.68
-75.5555941163,6.33137850848,1319.29
-75.5564555652,6.34052070657,1324.43
-75.5541763418,6.32794800367,1360.43
-75.565082459,6.34514539576,1352.85
-75.5598981702,6.33194187921,1348.98
-75.5699575538,6.33460969381,1356.90
-75.5405965807,6.33147686848,1344.92
-75.565393996,6.33410910848,1312.16
-75.5632370592,6.34639110695,1333.74
-75.54176075,6.3477153884,1344.65
-75.55816818,6.33989696671,1338.11
-75.5655192867,6.34311798011,1388.53
-75.5539586941,6.33152952662,1332.46
-75.5622719033,6.34014591824,1336.12
-75.5431856912,6.33948428471,1312.44
-75.5600355837,6.34270737058,1314.92
-75.5549843753,6.33245848522,1385.38
-75.5691267185,6.33513932038,1362.22
-75.5516166933,6.33017921126,1388.01
-75.5416388065,6.33513957584,1352.18
-75.5525758968,6.32832862878,1387.58
-75.5607519713,6.33398570376,1356.47
-75.552141101,6.34395952122,1376.57
-75.5492712426,6.32919116321,1349.47
-75.56216749,6.34259074045,1343.27
-75.5504006444,6.32936393704,1311.19
-75.5422245916,6.34483539143,1356.17
-75.5500016236,6.33730358698,1361.02
-75.5487101431,6.33962687775,1332.31
-75.5598218458,6.33220005747,1322.37
-75.5544750189,6.32858192024,1311.02
-75.566480697,6.33651478428,1344.76
-75.5543488873,6.3270780129,1325.62
-75.5669988755,6.33359856207,1361.00
-75.5672520469,6.3465304922,1377.02
-75.5556154995,6.34635108761,1377.84
-75.5521116628,6.34643797122,1338.84
-75.5478825139,6.34746319186,1314.55
-75.5656150764,6.34500186593,1312.02
-75.5501585675,6.34468373974,1335.94
-75.541497194,6.34332009619,1341.25
-75.5609581312,6.34418172403,1335.84
-75.5579482931,6.34114363762,1340.87
-75.5400108501,6.34585153354,1323.69
-75.5549688061,6.33549544308,1337.35
-75.5490455019,6.32958842805,1383.91
-75.550528978,6.3456084498,1347.62
-75.5426618162,6.33146832116,1329.35
-75.5652914037,6.34102149775,1381.68
-75.5645888021,6.33548399014,1356.72
-75.5590348226,6.3315530533,1336.62
-75.5600351892,6.33991374858,1337.58
-75.5501107023,6.33494109532,1327.36
-75.5593911409,6.3279354918,1325.46
-75.5455126093,6.34438599744,1361.94
-75.5461671123,6.34767692416,1380.18
-75.5503889048,6.34347275722,1323.62
-75.5662660324,6.34470526523,1347.50
-75.5520559558,6.34152761512,1314.97
-75.5526784839,6.34238765887,1372.09
-75.5531594144,6.34424635968,1370.29
-75.5548514396,6.34576817768,1342.83
-75.5421686461,6.33485454357,1334.49
-75.5461913664,6.33787014558,1355.51
-75.5647843947,6.32954833091,1352.86
-75.5400420901,6.33040082525,1380.06
-75.5488158829,6.32766276535,1359.95
-75.5416447557,6.33669189692,1331.09
-75.5588462237,6.34404434387,1357.36
-75.5673884536,6.34482977637,1351.44
-75.569884966,6.3290049104,1324.85
-75.5632085888,6.34676220049,1324.69
-75.5598311619,6.33955594907,1358.67
-75.5589198636,6.3338947885,1381.91
-75.5591692465,6.34070812932,1384.43
-75.565641945,6.3404728882,1365.24
-75.5410145363,6.33990350356,1327.68
-75.5632566005,6.34590019823,1346.25
-75.5600685117,6.34359374579,1368.25
-75.5401302005,6.33547181753,1352.27
-75.5422415387,6.34128891243,1348.24
-75.5618165776,6.32880230526,1326.48
-75.5423258191,6.3474003557,1364.93
-75.5505620071,6.3353925335,1316.60
-75.5676346399,6.34466721639,1379.03
-75.5697593234,6.32702597031,1318.36
-75.55394115,6.34612974632,1320.65
-75.5594791012,6.32789642798,1340.55
-75.5686523049,6.34316614855,1322.52
-75.5592837028,6.32873369869,1373.79
-75.5493815916,6.33070836862,1324.28
-75.5436628627,6.33374059156,1317.85
-75.5608933939,6.3458699027,1374.06
-75.5468236331,6.34727539504,1364.98
-75.5649527122,6.34341267756,1375.97
-75.5681105963,6.34009637972,1328.35
-75.558272929,6.33283079298,1341.47
-75.5531459372,6.33165846896,1350.44
-75.5402221137,6.34655735238,1379.43
-75.5628007299,6.33086007952,1360.12
-75.5657336517,6.34262717059,1356.37
-75.5487730025,6.34076339425,1357.47
-75.5469657678,6.33008534565,1383.19
-75.5535703058,6.32734254443,1346.27
-75.5578550828,6.34156944717,1380.12
-75.5405042648,6.34456165025,1328.82
-75.5670497462,6.34681256869,1333.84
-75.5630377938,6.34063256772,1364.63
-75.5585838221,6.34048660718,1346.39
-75.5592038839,6.34291950392,1377.16
-75.5695170391,6.3360133512,1384.61
-75.5668959503,6.32997883676,1335.83
-75.5417380913,6.33573233607,1310.59
-75.5560984502,6.3378595828,1368.01
-75.5439778177,6.33713796743,1380.43
-75.5604564619,6.34373810163,1315.39
-75.5440515489,6.32940661561,1351.56
-75.5607726427,6.33080681796,1375.74
-75.5692776753,6.3282602101,1323.50
-75.5452589404,6.33226037522,1379.98
-75.5401695274,6.33597653369,1374.19
-75.5607144397,6.34430106806,1372.06
-75.5421927808,6.34615045239,1347.39
-75.5624922504,6.33079927172,1349.71
-75.548212857,6.33953983057,1317.73
-75.5429195413,6.34100471342,1379.98
-75.5400465041,6.3327352031,1323.40
-75.5662527129,6.3294087679,1341.86
-75.5405107841,6.34778164822,1389.12
-75.5595799074,6.34748092583,1373.13
-75.5625037261,6.33887122186,1374.80
-75.5461300016,6.32892480452,1376.64
-75.5639365249,6.34229965562,1334.31
-75.5622463028,6.34288788688,1353.73
-75.5562446237,6.32886878419,1328.94
-75.5420994654,6.33600783177,1365.28
-75.5676971924,6.34051947967,1355.37
-75.5480984942,6.32718121187,1375.37
